species_plant,mico,,,,
Pycnocomon rutifolium,AM,,,,
Pycreus flavescens,AM,,,,
Pycreus flavidus,AM,,,,
Pycreus polystachyos,AM,,,,
Pycreus pumilus,AM,,,,
Pycreus puncticulatus,NM,,,,
Pyrenaria diospyricarpa,AM,,,,
Pyrethrum achilleifolium,AM,,,,
Pyrethrum parthenifolium,AMNM,,,,
Pyrola media,AM,,,,
Pyrus communis,AM,,,,
Pyrus malus,AM,,,,
Pyrus micromalus,AM,,,,
Pyrus pyraster,AM,,,,
Pyrus ussuriensis,AMNM,,,,
Pythius dulcis,AM,,,,
Quercus alba,EM,,,,
Quercus cerris,EM,,,,
Quercus colombiana,EM,,,,
Quercus dentata,EM,,,,
Quercus humboldtii,EM,,,,
Quercus ilex,EM,,,,
Quercus lobata,EM,,,,
Quercus mongolica,EM,,,,
Quercus palustris,EM,,,,
Quercus petraea,EM,,,,
Quercus pubescens,EM,,,,
Quercus robur,EM,,,,
Quercus rubra,EM,,,,
Quercus suber,EM,,,,
Quercus velutina,EM,,,,
Racosperma ampliceps,AM,,,,
Racosperma eriopodum,AM,,,,
Racosperma leptocarpum,AM,,,,
Racosperma obtusifolium,EM,,,,
Racosperma ulicifolium,EM,,,,
Raddiella esenbeckii,AM,,,,
Ranunculus abchasicus,AM,,,,
Ranunculus acris,AM,,,,
Ranunculus adoneus,AM,,,,
Ranunculus alpestris,AM,,,,
Ranunculus ampelophyllus,AM,,,,
Ranunculus aquatilis,AM,,,,
Ranunculus arvensis,AM,,,,
Ranunculus auricomus,AMNM,,,,
Ranunculus biternatus,AM,,,,
Ranunculus brachylobus,AM,,,,
Ranunculus brevirostris,AM,,,,
Ranunculus buhsei,AM,,,,
Ranunculus bulbosus,AM,,,,
Ranunculus cassubicus,AM,,,,
Ranunculus caucasicus,AM,,,,
Ranunculus crassifolius,AM,,,,
Ranunculus crassipes,AM,,,,
Ranunculus cymbalaria,AM,,,,
Ranunculus czimganicus,AM,,,,
Ranunculus ficaria,AMNM,,,,
Ranunculus flammula,AMNM,,,,
Ranunculus glacialis,AMNM,,,,
Ranunculus japonicus,AMNM,,,,
Ranunculus lingua,AMNM,,,,
Ranunculus lojkae,AM,,,,
Ranunculus monophyllus,AM,,,,
Ranunculus montanus,AM,,,,
Ranunculus nemorosus,AM,,,,
Ranunculus oreophilus,AM,,,,
Ranunculus oreophytus,AM,,,,
Ranunculus osseticus,AM,,,,
Ranunculus paludosus,AM,,,,
Ranunculus platyspermus,AM,,,,
Ranunculus polyanthemos,AM,,,,
Ranunculus polyrhizos,AM,,,,
Ranunculus pygmaeus,AM,,,,
Ranunculus repens,AMNM,,,,
Ranunculus reptans,AM,,,,
Ranunculus rufosepalus,AM,,,,
Ranunculus samojedorum,NM,,,,
Ranunculus sardous,AM,,,,
Ranunculus sceleratus,AMNM,,,,
Ranunculus sewerzowii,AM,,,,
Ranunculus silerifolius,AM,,,,
Ranunculus sulphureus,NM,,,,
Ranunculus svaneticus,AM,,,,
Ranunculus testiculatus,AMNM,,,,
Ranunculus turkestanicus,AM,,,,
Raphanus raphanistrum,NM,,,,
Raphanus sativus,AMNM,,,,
Ratibida columnifera,AM,,,,
Ratibida pinnata,AM,,,,
Raukaua laetevirens,AM,,,,
Rauvolfia serpentina,AM,,,,
Rauvolfia verticillata,AM,,,,
Relbunium richardianum,AM,,,,
Remya kauaiensis,AM,,,,
Renealmia guianensis,AM,,,,
Reseda alba,NM,,,,
Reseda lutea,AMNM,,,,
Reseda luteola,AMNM,,,,
Retrophyllum rospigliosii,AM,,,,
Rhammatophyllum frutex,NM,,,,
Rhamnoluma robusta,AM,,,,
Rhamnus alnus,AMNM,,,,
Rhamnus cathartica,AMNM,,,,
Rhamnus davurica,AMNM,,,,
Rhamnus frangula,AMNM,,,,
Rhamnus lycioides,AM,,,,
Rhamnus purshiana,AM,,,,
Rhamnus ussuriensis,NM,,,,
Rhaphidophora decursiva,AM,,,,
Rhaponticoides ruthenica,AM,,,,
Rhaponticum repens,AM,,,,
Rheum tataricum,NM,,,,
Rhinanthus alpinus,NM,,,,
Rhinanthus angustifolius,AMNM,,,,
Rhinanthus glaber,NM,,,,
Rhinanthus minor,AMNM,,,,
Rhinanthus serotinus,NM,,,,
Rhipsalis baccifera,NM,,,,
Rhodanthe chlorocephala,AM,,,,
Rhodanthe floribunda,AM,,,,
Rhodanthe moschata,AM,,,,
Rhodiola heterodonta,NM,,,,
Rhodiola quadrifida,NM,,,,
Rhodiola rosea,AMNM,,,,
Rhododendron mucronulatum,NM,,,,
Rhodomyrtus tomentosa,AM,,,,
Rhus chinensis,AM,,,,
Rhus coriaria,NM,,,,
Rhus typhina,AMNM,,,,
Rhynchocorys orientalis,NM,,,,
Rhynchopera paniculata,NM,,,,
Rhynchosia minima,AM,,,,
Rhynchospora alba,NM,,,,
Rhynchospora barbata,AM,,,,
Rhynchospora brasiliensis,AM,,,,
Rhynchospora cephalotes,AM,,,,
Rhynchospora ciliata,NM,,,,
Rhynchospora corymbosa,AM,,,,
Rhynchospora puber,AM,,,,
Ribes aciculare,AM,,,,
Ribes alpinum,AMNM,,,,
Ribes alpinunum,AM,,,,
Ribes aureum,AMNM,,,,
Ribes biebersteinii,AM,,,,
Ribes magellanicum,AM,,,,
Ribes mandshuricum,AM,,,,
Ribes nigrum,AM,,,,
Ribes palczewskii,AM,,,,
Ribes reclinatum,AM,,,,
Ribes rubrum,AM,,,,
Ribes uva-crispa,AM,,,,
Richteria pyrethroides,AM,,,,
Ricinodendron heudelotii,AM,,,,
Ricinus communis,AM,,,,
Rindera ochroleuca,AM,,,,
Rindera tetraspis,AM,,,,
Robinia pseudoacacia,EM,,,,
Rochelia disperma,AM,,,,
Roemeria refracta,NM,,,,
Rorippa amphibia,NM,,,,
Rorippa islandica,AM,,,,
Rorippa palustris,NM,,,,
Rosa acicularis,AMNM,,,,
Rosa arvensis,AM,,,,
Rosa beggeriana,AM,,,,
Rosa canina,AM,,,,
Rosa davurica,AMNM,,,,
Rosa kokanica,AM,,,,
Rosa majalis,AM,,,,
Rosa maximowicziana,AM,,,,
Rosa mollis,AM,,,,
Rosa multiflora,AMNM,,,,
Rosa persica,AM,,,,
Rosa rubiginosa,AM,,,,
Rosa rubrifolia,AM,,,,
Rosa rugosa,AMNM,,,,
Rosa sempervirens,AM,,,,
Rosa spinosissima,AM,,,,
Rosa turcica,AM,,,,
Rosmarinus officinalis,AM,,,,
Rubia cruciata,AM,,,,
Rubia peregrina,AM,,,,
Rubia tibetica,NM,,,,
Rubus allegheniensis,AM,,,,
Rubus arcticus,AMNM,,,,
Rubus bushii,AM,,,,
Rubus caesius,AMNM,,,,
Rubus chamaemorus,AMNM,,,,
Rubus crataegifolius,NM,,,,
Rubus fruticosus,AM,,,,
Rubus hirtus,AM,,,,
Rubus idaeus,AMNM,,,,
Rubus nessensis,AM,,,,
Rubus odoratus,AM,,,,
Rubus phoenicolasius,AM,,,,
Rubus plicatus,AM,,,,
Rubus rufus,AM,,,,
Rubus sachalinensis,AM,,,,
Rubus saxatilis,AMNM,,,,
Rubus ulmifolius,AM,,,,
Rubus vestitus,AM,,,,
Rudbeckia hirta,AM,,,,
Rudbeckia laciniata,AM,,,,
Ruellia peninsularis,AM,,,,
Rumex acetosa,AMNM,,,,
Rumex acetosella,AMNM,,,,
Rumex alpestris,NM,,,,
Rumex alpinus,AMNM,,,,
Rumex altissimus,AM,,,,
Rumex arcticus,NM,,,,
Rumex confertus,AMNM,,,,
Rumex conglomeratus,NM,,,,
Rumex crispus,AMNM,,,,
Rumex hastatus,AM,,,,
Rumex japonicus,NM,,,,
Rumex longifolius,AMNM,,,,
Rumex obtusifolius,AMNM,,,,
Rumex palustris,NM,,,,
Rumex scutatus,AMNM,,,,
Rumex thyrsiflorus,NM,,,,
Ruprechtia laxiflora,AMNM,,,,
Ruscus aculeatus,AM,,,,
Ruscus hypophyllum,AM,,,,
Ruscus ponticus,AM,,,,
Ruta graveolens,AM,,,,
Saba senegalensis,NM,,,,
Sabina foetidissima,AM,,,,
Sabina isophyllos,AM,,,,
Sabina procera,AM,,,,
Sabina thurifera,AM,,,,
Sabinella phoenicea,AM,,,,
Saccharum officinarum,AM,,,,
Saccharum paniceum,AM,,,,
Saccharum spontaneum,AM,,,,
Sacoglottis gabonensis,AM,,,,
Sagina apetala,NM,,,,
Sagina maritima,AM,,,,
Sagina nivalis,NM,,,,
Sagina procumbens,NM,,,,
Sagina subulata,NM,,,,
Sagittaria latifolia,AM,,,,
Sagittaria sagittifolia,AMNM,,,,
Salicornia europaea,AMNM,,,,
Salicornia patula,NM,,,,
Salix acutifolia,EM,,,,
Salix alba,EM,,,,
Salix arbuscula,EM,,,,
Salix arctica,EM,,,,
Salix aurita,EM,,,,
Salix babylonica,EM,,,,
Salix bebbiana,EM,,,,
Salix blakii,EM,,,,
Salix caprea,EM,,,,
Salix caspica,EM,,,,
Salix cinerea,EM,,,,
Salix daphnoides,EM,,,,
Salix dasyclados,EM,,,,
Salix fragilis,EM,,,,
Salix glauca,EM,,,,
Salix gracilistyla,AMNM,,,,
Salix hastata,EM,,,,
Salix herbacea,EM,,,,
Salix lanata,EM,,,,
Salix lapponum,EM,,,,
Salix ledebouriana,AM,,,,
Salix myrsinifolia,EM,,,,
Salix myrsinites,EM,,,,
Salix myrtilloides,NM,,,,
Salix nigra,AM,,,,
Salix nipponica,EM,,,,
Salix nummularia,EM,,,,
Salix phylicifolia,EM,,,,
Salix pierotii,EM,,,,
Salix polaris,EM,,,,
Salix purpurea,EM,,,,
Salix reinii,EM,,,,
Salix repens,EM,,,,
Salix reptans,EM,,,,
Salix reticulata,EM,,,,
Salix retusa,EM,,,,
Salix rorida,EM,,,,
Salix rosmarinifolia,EM,,,,
Salix rotundifolia,EM,,,,
Salix siuzevii,EM,,,,
Salix songarica,EM,,,,
Salix taimyrensis,EM,,,,
Salix triandra,EM,,,,
Salix viminalis,EM,,,,
Salix wilhelmsiana,EM,,,,
Salsola arbuscula,NM,,,,
Salsola brachiata,NM,,,,
Salsola kali,AMNM,,,,
Salsola lanata,NM,,,,
Salsola laricifolia,AM,,,,
Salsola orientalis,NM,,,,
Salsola paulsenii,NM,,,,
Salsola richteri,NM,,,,
Salsola sogdiana,NM,,,,
Salsola tamariscina,NM,,,,
Salvia azurea,AM,,,,
Salvia nemorosa,AM,,,,
Salvia nubicola,AM,,,,
Salvia officinalis,AM,,,,
Salvia pratensis,AM,,,,
Salvia splendens,AM,,,,
Salvia stepposa,AM,,,,
Salvia verbenaca,AM,,,,
Salvia verticillata,AM,,,,
Salvia virgata,AM,,,,
Samanea saman,AM,,,,
Sambucus canadensis,AM,,,,
Sambucus miquelii,NM,,,,
Sambucus nigra,AMNM,,,,
Sambucus racemosa,AMNM,,,,
Sambucus sibirica,AM,,,,
Sameraria armena,NM,,,,
Samolus valerandi,AM,,,,
Sanguisorba minor,AM,,,,
Sanguisorba officinalis,AMNM,,,,
Sanguisorba spinosum,AM,,,,
Sanicula europaea,AM,,,,
Sansevieria trifasciata,AM,,,,
Santalum ellipticum,NM,,,,
Santalum paniculatum,AM,,,,
Sanvitalia procumbens,AM,,,,
Sapindus saponaria,AM,,,,
Saponaria officinalis,NM,,,,
Saranthe composita,NM,,,,
Sasa veitchii,AM,,,,
Satureja gracilis,AM,,,,
Satureja hortensis,AM,,,,
Satureja montana,AM,,,,
Sauromatum venosum,AM,,,,
Sauropus androgynus,AM,,,,
Saussurea alpina,AM,,,,
Saussurea amara,AM,,,,
Saussurea nuda,NM,,,,
Saxifraga aizoides,AMNM,,,,
Saxifraga bronchialis,AM,,,,
Saxifraga bryoides,NM,,,,
Saxifraga carpathica,NM,,,,
Saxifraga cartilaginea,AMNM,,,,
Saxifraga cernua,NM,,,,
Saxifraga cespitosa,NM,,,,
Saxifraga cymbalaria,AM,,,,
Saxifraga exarata,NM,,,,
Saxifraga flagellaris,NM,,,,
Saxifraga granulate,AMNM,,,,
Saxifraga hirculus,NM,,,,
Saxifraga juniperifolia,NM,,,,
Saxifraga kolenatiana,NM,,,,
Saxifraga kusnezowiana,NM,,,,
Saxifraga moschata,NM,,,,
Saxifraga oppositifolia,AMNM,,,,
Saxifraga paniculata,AMNM,,,,
Saxifraga pseudolaevis,NM,,,,
Saxifraga punctata,NM,,,,
Saxifraga scleropoda,NM,,,,
Saxifraga serotina,NM,,,,
Saxifraga serpyllifolia,NM,,,,
Saxifraga sibirica,NM,,,,
Scabiosa caucasica,AM,,,,
Scabiosa columbaria,AM,,,,
Scabiosa lucida,AM,,,,
Scabiosa ochroleuca,AM,,,,
Scadoxus multiflorus,AM,,,,
Scaevola chamissoniana,AM,,,,
Scaevola gaudichaudii,AM,,,,
Scaevola parvibarbata,AM,,,,
Scaevola procera,AM,,,,
Scaevola taccada,AM,,,,
Scandix pecten-veneris,AM,,,,
Scandix stellata,NM,,,,
Schefflera angustissima,AM,,,,
Scheuchzeria palustris,NM,,,,
Schiedea spergulina,AM,,,,
Schinus patagonicus,AM,,,,
Schinus terebinthifolius,AM,,,,
Schisandra chinensis,AMNM,,,,
Schisandra sphenanthera,AM,,,,
Schismus arabicus,AMNM,,,,
Schismus barbatus,NM,,,,
Schivereckia podolica,NM,,,,
Schizachne purpurascens,AM,,,,
Schizachyrium scoparium,AM,,,,
Schizachyrium tenerum,AM,,,,
Schizanthus pinnatus,AM,,,,
Schizolobium parahyba,AM,,,,
Schlumbergera truncata,AM,,,,
Schoenoplectiella juncoides,NM,,,,
Schoenoplectus acutus,AM,,,,
Schoenoplectus pungens,AM,,,,
Schoenoplectus senegalensis,NM,,,,
Schoenoplectus supinus,AM,,,,
Schoenoplectus tabernaemontani,AMNM,,,,
Schoenoplectus validus,AM,,,,
Schoenus nigricans,AMNM,,,,
Scilla autumnalis,AM,,,,
Scilla siberica,AM,,,,
Scirpoides holoschoenus,NM,,,,
Scirpoides vulgaris,NM,,,,
Scirpus atrovirens,AM,,,,
Scirpus cespitosus,NM,,,,
Scirpus cyperinus,AM,,,,
Scirpus pendulus,AM,,,,
Scirpus sylvaticus,NM,,,,
Scleranthus annuus,AMNM,,,,
Scleria latifolia,AM,,,,
Scleria lithosperma,AM,,,,
Scleria melaleuca,AM,,,,
Sclerocarya birrea,AM,,,,
Sclerolaena diacantha,AM,,,,
Sclerolaena holtiana,NM,,,,
Scolochloa festucacea,AMNM,,,,
Scorodophloeus zenkeri,AM,,,,
Scorpiurus muricatus,AM,,,,
Scorzonera acanthoclada,AM,,,,
Scorzonera humilis,AM,,,,
Scorzonera ketzkhowelii,AM,,,,
Scorzonera purpurea,AM,,,,
Scorzonera pusilla,AM,,,,
Scorzonera radiata,AM,,,,
Scorzonera sericeo-lanata,AM,,,,
Scorzonera tuberosa,AM,,,,
Scrophucephalus minimus,AM,,,,
Scrophularia auriculata,AM,,,,
Scrophularia lateriflora,AM,,,,
Scrophularia nodosa,AMNM,,,,
Scrophularia pamirica,NM,,,,
Scrophularia ruprechtii,NM,,,,
Scrophularia umbrosa,NM,,,,
Scutellaria chaematochlora,AM,,,,
Scutellaria galericulata,AMNM,,,,
Scutellaria orientalis,AM,,,,
Scutellaria scordifolia,AM,,,,
Scutellaria sieversii,AM,,,,
Sebastiania commersoniana,AM,,,,
Secale cereale,AMNM,,,,
Securinega virgata,AM,,,,
Sedum acre,AMNM,,,,
Sedum adolphii,AM,,,,
Sedum album,AMNM,,,,
Sedum alpestre,NM,,,,
Sedum caespitosum,NM,,,,
Sedum dasyphyllum,NM,,,,
Sedum forsteranum,NM,,,,
Sedum gracile,NM,,,,
Sedum hispanicum,NM,,,,
Sedum involucratum,NM,,,,
Sedum maximowiczii,NM,,,,
Sedum pseudohybridum,AMNM,,,,
Sedum rubens,NM,,,,
Sedum rupestre,NM,,,,
Sedum sarmentosum,AM,,,,
Sedum stahlii,NM,,,,
Sedum sukaczevii,AMNM,,,,
Selenicereus macdonaldiae,AM,,,,
Sempervivum arachnoideum,NM,,,,
Sempervivum caucasicum,NM,,,,
Sempervivum pumilum,NM,,,,
Sempervivum ruthenicum,NM,,,,
Sempervivum tectorum,NM,,,,
Senecio albopurpureus,AM,,,,
Senecio articulatus,AM,,,,
Senecio atropurpureus,AM,,,,
Senecio bicolor,AM,,,,
Senecio candolleanus,AM,,,,
Senecio erucifolius,AM,,,,
Senecio inaequidens,AMNM,,,,
Senecio incanus,AM,,,,
Senecio integrifolius,AM,,,,
Senecio jacobaea,AMNM,,,,
Senecio jacquinianus,AM,,,,
Senecio karjaginii,NM,,,,
Senecio nemorensis,AM,,,,
Senecio porteri,AMNM,,,,
Senecio pyroglossus,AM,,,,
Senecio sosnovskyi,AMNM,,,,
Senecio squalidus,AM,,,,
Senecio subalpinus,AM,,,,
Senecio subdentatus,AMNM,,,,
Senecio sylvaticus,AMNM,,,,
Senecio vernalis,AM,,,,
Senecio viscosus,AM,,,,
Senecio vulgaris,AMNM,,,,
Senegalia bonariensis,EM,,,,
Senna corymbosa,AM,,,,
Senna macranthera,AM,,,,
Senna multijuga,AM,,,,
Senna reticulata,AM,,,,
Senna siamea,AM,,,,
Senna spectabilis,AM,,,,
Sequoia sempervirens,AM,,,,
Sequoiadendron giganteum,AM,,,,
Serenoa repens,AM,,,,
Seriphidium cinum,AM,,,,
Seriphidium ferganense,AM,,,,
Seriphidium nitrosum,AM,,,,
Seriphidium transiliense,AM,,,,
Serratula coronata,AM,,,,
Serratula tinctoria,AM,,,,
Sesamum indicum,AM,,,,
Sesbania formosa,AM,,,,
Sesbania grandiflora,AM,,,,
Sesbania javanica,AM,,,,
Sesbania nudica,AM,,,,
Sesbania pachycarpa,AM,,,,
Sesbania punicea,AM,,,,
Sesbania sesban,AM,,,,
Sesbania tomentosa,AM,,,,
Seseli ledebourii,AM,,,,
Seseli libanotis,AM,,,,
Seseli tortuosum,AM,,,,
Sesleria caerulea,AMNM,,,,
Sesleria coerulans,AM,,,,
Sesleria phleoides,AM,,,,
Sesleria varia,AM,,,,
Sesuvium portulacastrum,AMNM,,,,
Setaria flavida,AM,,,,
Setaria glauca,AM,,,,
Setaria italica,AM,,,,
Setaria palmifolia,AM,,,,
Setaria parviflora,AM,,,,
Setaria pumila,AM,,,,
Setaria verticillata,AM,,,,
Setaria viridis,AMNM,,,,
Shepherdia canadensis,AM,,,,
Sherardia arvensis,AM,,,,
Shibataea kumasaca,AM,,,,
Shora macrophylla,EM,,,,
Shorea balangeran,AM,,,,
Shorea beccariana,EM,,,,
Shorea laxa,EM,,,,
Shorea leprosula,EM,,,,
Shorea pinanga,EM,,,,
Shorea robusta,EM,,,,
Shorea teysmanniana,AM,,,,
Shorea uliginosa,AM,,,,
Shorea xanthophylla,EM,,,,
Sibbaldia procumbens,AMNM,,,,
Sibiraea laevigata,AM,,,,
Sida ammophila,AMNM,,,,
Sida cordifolia,AM,,,,
Sida fallax,AM,,,,
Sida szechuensis,AM,,,,
Sideritis montana,AM,,,,
Sieversia glacialis,NM,,,,
Sigesbeckia jorullensis,AM,,,,
Sigesbeckia orientalis,AM,,,,
Silaum silaus,AM,,,,
Silene acaulis,AMNM,,,,
Silene alba,NM,,,,
Silene andicola,NM,,,,
Silene chalcedonica,NM,,,,
Silene colorata,AM,,,,
Silene dioica,AMNM,,,,
Silene flos-cuculi,AMNM,,,,
Silene inflata,NM,,,,
Silene involucrata,NM,,,,
Silene latifolia,NM,,,,
Silene marcowiczii,NM,,,,
Silene maritima,NM,,,,
Silene multiflora,NM,,,,
Silene nana,NM,,,,
Silene noctiflora,NM,,,,
Silene nutans,AMNM,,,,
Silene odoratissima,NM,,,,
Silene otites,AM,,,,
Silene sibirica,NM,,,,
Silene suffrutescens,NM,,,,
Silene tachtensis,NM,,,,
Silene uralensis,NM,,,,
Silene viscaria,NM,,,,
Silene vulgaris,AMNM,,,,
Silene wolgensis,NM,,,,
Simarouba amara,AM,,,,
Sinapis alba,NM,,,,
Sinapis arvensis,AMNM,,,,
Sisymbrium altissimum,NM,,,,
Sisymbrium erucastrifolium,NM,,,,
Sisymbrium irio,AM,,,,
Sisymbrium loeselii,AMNM,,,,
Sisymbrium officinale,AMNM,,,,
Sisymbrium orientale,AMNM,,,,
Sisyrinchium atlanticum,AM,,,,
Sium latifolium,NM,,,,
Sloanea guianensis,AM,,,,
Smilacina racemosa,AM,,,,
Smilax aspera,AM,,,,
Smilax corbularia,AM,,,,
Smilax excelsa,AM,,,,
Smilax hypoglauca,AM,,,,
Smilax indica,AM,,,,
Socratea exorrhiza,AM,,,,
Solanum aculeatissimum,AM,,,,
Solanum argenteum,AM,,,,
Solanum dulcamara,AMNM,,,,
Solanum hazenii,AM,,,,
Solanum hindsianum,AM,,,,
Solanum johannae,AM,,,,
Solanum nigrum,AMNM,,,,
Solanum pseudocapsicum,AM,,,,
Solanum surattense,AM,,,,
Solanum torvum,NM,,,,
Solanum tuberosum,AM,,,,
Soldanella alpina,AMNM,,,,
Solidago altissima,AM,,,,
Solidago canadensis,AMNM,,,,
Solidago caucasica,AM,,,,
Solidago chilensis,AM,,,,
Solidago gigantea,AM,,,,
Solidago graminifolia,AM,,,,
Solidago litoralis,AM,,,,
Solidago nemoralis,AM,,,,
Solidago rigida,AM,,,,
Solidago rugosa,AM,,,,
Solidago sempervirens,AM,,,,
Solidago virgaurea,AM,,,,
Sonchus arvensis,AMNM,,,,
Sonchus asper,AMNM,,,,
Sonchus oleraceus,AM,,,,
Sophora chrysophylla,AM,,,,
Sorbaria sorbifolia,AMNM,,,,
Sorbus alnifolia,AMNM,,,,
Sorbus aria,AM,,,,
Sorbus aucuparia,AMNM,,,,
Sorbus caucasica,AM,,,,
Sorbus intermedia,AM,,,,
Sorbus persica,AM,,,,
Sorbus pohuashanensis,AMNM,,,,
Sorbus sibirica,AM,,,,
Sorghastrum nutans,AM,,,,
Sorghum bicolor,AM,,,,
Sorghum halepense,AMNM,,,,
Sorghum nitidum,AM,,,,
Sorghum saccharatum,NM,,,,
Sorghum x,AM,,,,
Sorocea bonplandii,AM,,,,
Sparaxis tricolor,AM,,,,
Sparganium angustifolium,NM,,,,
Sparganium emersum,AMNM,,,,
Sparganium erectum,AMNM,,,,
Sparganium eurycarpum,AM,,,,
Sparganium natans,NM,,,,
Spartina alterniflora,AMNM,,,,
Spartina anglica,NM,,,,
Spartina cynosuroides,AM,,,,
Spartina gracilis,AM,,,,
Spartina patens,AM,,,,
Spartina pectinata,AM,,,,
Spartium junceum,AM,,,,
Spergula arvensis,AMNM,,,,
Spergularia marina,AMNM,,,,
Spergularia media,AMNM,,,,
Spergularia rubra,NM,,,,
Spergularia salina,AMNM,,,,
Spermacoce articularis,AM,,,,
Spermacoce pusilla,AM,,,,
Sphaeromeria cana,AM,,,,
Sphagneticola trilobata,AM,,,,
Sphenopholis obtusata,AM,,,,
Spiesia cyanea,AMNM,,,,
Spinacia turkestanica,NM,,,,
Spiraea baldshuanica,AM,,,,
Spiraea beauverdiana,AM,,,,
Spiraea betulifolia,AM,,,,
Spiraea canescens,AM,,,,
Spiraea chamaedryfolia,AM,,,,
Spiraea crenata,AM,,,,
Spiraea decumbens,AM,,,,
Spiraea hypericifolia,AM,,,,
Spiraea japonica,AMNM,,,,
Spiraea latifolia,AM,,,,
Spiraea media,AM,,,,
Spiraea mongolica,AM,,,,
Spiraea salicifolia,NM,,,,
Spiraea tomentosa,AM,,,,
Spiraea trilobata,AM,,,,
Spiraea xbumalda,AM,,,,
Spiraea xvanhouttei,AM,,,,
Spirodela polyrhiza,AM,,,,
Spirorhynchus sabulosus,NM,,,,
Spodiopogon cotulifer,AM,,,,
Sporobolus airoides,AM,,,,
Sporobolus cryptandrus,AM,,,,
Sporobolus fertilis,AM,,,,
Sporobolus heterolepis,AM,,,,
Sporobolus virginicus,AM,,,,
Sporobolus wrightii,AM,,,,
Staavia radiata,AM,,,,
Stachypitys ferruginea,AM,,,,
Stachys balansae,AM,,,,
Stachys germanica,AM,,,,
Stachys macrantha,AMNM,,,,
Stachys maritima,AM,,,,
Stachys nivea,AM,,,,
Stachys orientalis,AM,,,,
Stachys ossetica,AM,,,,
Stachys palustris,AM,,,,
Stachys recta,NM,,,,
Stachys sylvatica,AMNM,,,,
Stapelia glabricaulis,AM,,,,
Staphylea colchica,AMNM,,,,
Staphylodendrum pinnatum,NM,,,,
Staudtia kamerunensis,AM,,,,
Stegnosperma halimifolium,AM,,,,
Steinchisma laxum,AM,,,,
Stellaria alsine,NM,,,,
Stellaria fontana,NM,,,,
Stellaria graminea,AMNM,,,,
Stellaria holostea,AMNM,,,,
Stellaria humifusa,NM,,,,
Stellaria longipes,NM,,,,
Stellaria media,AMNM,,,,
Stellaria nemorum,AMNM,,,,
Stellaria pallida,AMNM,,,,
Stellaria palustris,NM,,,,
Stellaria parviflora,NM,,,,
Stenocereus gummosus,AM,,,,
Stenocereus queretaroensis,AM,,,,
Stenocereus stellatus,AM,,,,
Stenocereus thurberi,AM,,,,
Stenogyne purpurea,AM,,,,
Sterculia pruriens,AM,,,,
Stilbocarpa polaris,NM,,,,
Stipa arabica,AM,,,,
Stipa aristiglumis,AM,,,,
Stipa bungeana,AM,,,,
Stipa capillata,AMNM,,,,
Stipa caragana,AM,,,,
Stipa hohenackeriana,AM,,,,
Stipa holosericea,AM,,,,
Stipa kirghisorum,AM,,,,
Stipa lessingiana,AM,,,,
Stipa letourneuxii,AM,,,,
Stipa orientalis,AM,,,,
Stipa pennata,AM,,,,
Stipa pulcherrima,AM,,,,
Stipa regeliana,AM,,,,
Stipa sareptana,AM,,,,
Stipa tenacissima,AM,,,,
Stipa tirsa,AM,,,,
Stipa ucrainica,AM,,,,
Stipa zalesskii,AM,,,,
Stipagrostis pennata,NM,,,,
Streptoloma desertorum,NM,,,,
Strigosella africana,NM,,,,
Strobus cembra,EM,,,,
Strobus peuce,EM,,,,
Stromanthe porteana,AM,,,,
Strombosia grandifolia,AM,,,,
Strophanthus capensis,AM,,,,
Strophostyles helvola,AM,,,,
Strophostyles umbellata,AM,,,,
Strychnos brasiliensis,AM,,,,
Stryphnodendron microstachyum,AM,,,,
Stuckenia pectinata,NM,,,,
Stylosanthes capitata,AM,,,,
Stylosanthes guianensis,AM,,,,
Stylosanthes leiocarpa,AM,,,,
Stylosanthes macrocephala,AM,,,,
Stylosanthes scarbaeoidesand,AM,,,,
Styphelia tameiameiae,AM,,,,
Suaeda altissima,NM,,,,
Suaeda glauca,AM,,,,
Suaeda maritima,AMNM,,,,
Suaeda vera,AMNM,,,,
Succisa pratensis,AM,,,,
Swainsona phacoides,AM,,,,
Swartzia jenmanii,AM,,,,
Swertia dichotoma,AM,,,,
Swertia iberica,AM,,,,
Swertia lactea,AM,,,,
Swertia perennis,AM,,,,
Swietenia macrophylla,AM,,,,
Syagrus romanzoffiana,AM,,,,
Symphonia globulifera,AM,,,,
Symphoria racemosa,AM,,,,
Symphoricarpos albus,AM,,,,
Symphoricarpos rivularis,AMNM,,,,
Symphyoloma graveolens,AM,,,,
Symphyotrichum ericoides,AM,,,,
Symphyotrichum laeve,AM,,,,
Symphyotrichum lateriflorum,AM,,,,
Symphyotrichum novae-angliae,AM,,,,
Symphyotrichum novi-belgii,AM,,,,
Symphyotrichum subulatum,AM,,,,
Symphytum officinale,AM,,,,
Symphytum tuberosum,AMNM,,,,
Synedrella nodiflora,AM,,,,
Synema perenne,AMNM,,,,
Syngonium podophyllum,AM,,,,
Syrenia montana,NM,,,,
Syringa amurensis,AM,,,,
Syringa josikaea,AM,,,,
Syringa persica,AM,,,,
Syringa pubescens,AM,,,,
Syringa vulgaris,AMNM,,,,
Syringa wolfii,AMNM,,,,
Syzygium cumini,AMNM,,,,
Syzygium firmum,AM,,,,
Syzygium guineense,AM,,,,
Syzygium megacarpum,AM,,,,
